review_url, image_url, item_name, item_price, average_rating (Max Score is 5), number_of_ratings 
https://www.amazon.sg/Xiaomi-HXM-9A-32-GRY-EU-Smartphone-Display-Granite/product-reviews/B08CGXVPXW/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,https://images-na.ssl-images-amazon.com/images/I/81oPj2JzHDL.__AC_SX300_SY300_QL70_ML2_.jpg,Xiaomi HXM|9A|32|GRY|EU Redmi 9A Dual Sim Smartphone| 6.53| LCD Display| 2GB RAM| 32GB ROM| Granite Gray,173.03,4.5 ,1.960 
