Image_Url, Item_Name, Item_Price, Average_Rating, Number_Of_Ratings
https://m.media-amazon.com/images/I/813t2y6C3QL._AC_UL320_.jpg,SAMSUNG SM-A326BLVHXSP Galaxy A32 5G (8GB + 128GB) Awesome Light Violet,S$428.00,4.0 ,1
https://m.media-amazon.com/images/I/81M5KXgJcpL._AC_UL320_.jpg,Samsung Galaxy S22 5G Smartphone SM-S901E/DS| 8GB RAM| 256GB ROM| Black,S$1'255.00,4.4 ,15
https://m.media-amazon.com/images/I/71TUxq7OTTL._AC_UL320_.jpg,Samsung Galaxy S22 5G Smartphone SM-S901E/DS| 8GB RAM| 256GB ROM| Pink Gold,S$1'255.00,4.4 ,15
https://m.media-amazon.com/images/I/81RVkgNJ8SL._AC_UL320_.jpg,SAMSUNG SM-G991BZVGXSP Galaxy S21 5G Smartphone| 6.2" AMOLED| 8GB RAM| 256GB ROM| Android 10 OS| Phantom Violet,S$899.00,4.0 ,1
https://m.media-amazon.com/images/I/71Lw7yyFs4S._AC_UL320_.jpg,SAMSUNG SM-A226BLVHXSP Galaxy A22 5G Light Violet,S$289.00,4.2 ,13
https://m.media-amazon.com/images/I/61LH5HJgHFL._AC_UL320_.jpg,Samsung EP-TA800NWEGGB Super Fast Travel Adapter without Cable| 25W| White,S$23.50,4.5 ,123
https://m.media-amazon.com/images/I/512lq0B7kPL._AC_UL320_.jpg,Ismartgate Pro Smart Wi-Fi Gate Opener Compatible with Amazon Alexa| Google Home| Apple Homekit| Samsung Smartthings and IFTTT,S$272.35,3.8 ,42
https://m.media-amazon.com/images/I/61XlDaL0ccL._AC_UL320_.jpg,SAMSUNG EP-TA800NBEGGB 25W PD Travel Adapter| Black,S$23.50,4.5 ,1'281
https://m.media-amazon.com/images/I/71KHWlNrhdL._AC_UL320_.jpg,Samsung Galaxy S22| S22+| and S22 Ultra 5g User Guide: A Comprehensive Manual with Pictures on How to Operate and Set up Samsung Galaxy S22| S22+| and S22 Ultra Device with Tips and Tricks,S$18.97,,
https://m.media-amazon.com/images/I/71RV8XJfgNL._AC_UL320_.jpg,Samsung Galaxy S20 & S20 Plus: 2020-2021 User's Guide to Master Your Samsung Galaxy. 40 Best Tips and Tricks for your Android Phone Included,S$20.57,3.0 ,2
https://m.media-amazon.com/images/I/81Z4-dfQEUL._AC_UL320_.jpg,Samsung Galaxy S22 For Dummies,S$43.08,,
https://m.media-amazon.com/images/I/51jxFxNODGL._AC_UL320_.jpg,Samsung Galaxy A22 5G: An easy guide to the Samsung Galaxy A22 5G smartphone,S$25.06,,
https://m.media-amazon.com/images/I/71MJbjefdlL._AC_UL320_.jpg,Samsung Galaxy A12 for Beginners: An easy guide to the samsung galaxy A12 5G smartphone,S$26.81,3.5 ,3
https://m.media-amazon.com/images/I/51wqCwIknNL._AC_UL320_.jpg,DIGITMON Fast Charging Premium 5-PIN Mini USB Cable Variation for Smartphone Android Samsung Mobile GoPro Digital Camera Calculator MP3 Navigator (3 Feet),S$13.29,,
