Image_Url, Item_Name, Username, Rating_Score, Review_Description, Review_Date 
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Jorge Roldan Espana,5.0 ,Camara' bateria ' calidad de las llamadas realmente buenas,Reviewed in Mexico on 4 January 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Israel Ramírez Alonso,5.0 ,Me llego en tiempo y forma' garza ahorita no eh tenido ningun problema con el equipo,Reviewed in Mexico on 16 April 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Citlali Guerrero,5.0 ,Buen producto,Reviewed in Mexico on 9 February 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Francisco Montes Jaimes,5.0 ,Muy buen equipo' llego antes de lo esperado,Reviewed in Mexico on 20 February 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Antonio,5.0 ,Calidad y precio,Reviewed in Mexico on 18 March 2022
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Indio,1.0 ,se rompio el lente de la camara de una manera muy sencilla,Reviewed in Mexico on 2 January 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Bryan C.,5.0 ,Es un gran celular' gran procesador' es todo lo que buscaba,Reviewed in Mexico on 26 April 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Mauricio,4.0 ,no le llega al s20 normal' pero para el precio esta bien,Reviewed in Mexico on 21 December 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Josue levi,5.0 ,Llego auper rápido y es lo que pedi completamente recomendable,Reviewed in Mexico on 2 January 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Ozzie_G,5.0 ,Muy buen sistema' buena cámara fotográfica,Reviewed in Mexico on 2 January 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Maricela,4.0 ,Todo excelente pero venia sin audifonos,Reviewed in Mexico on 26 November 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Cliente de Amazon,3.0 ,El telefono se calienta mucho,Reviewed in Mexico on 7 April 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,MA. I.,5.0 ,El celular llego en muy buen estado.,Reviewed in Mexico on 25 January 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Miguel,2.0 ,El celular llegó abierto y golpeado,Reviewed in Mexico on 1 December 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Luis Angel,5.0 ,Muy buena opción,Reviewed in Mexico on 28 December 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Diego Díaz,5.0 ,El mejor teléfono calidad precio,Reviewed in Mexico on 27 December 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Luis.M,5.0 ,Producto excelente,Reviewed in Mexico on 3 January 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,esther,1.0 ,ya no enciende,Reviewed in Mexico on 25 January 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Frugalman,1.0 ,This phone seemed like it had it all for an unbeatable price of $550. Big battery' 120 hz' good cameras' recent cpu' and okay ram. Well all this stuff would have made this phone a keeper except the touch screen issues. This is literally how the user communicates with the phone and allows you to access all these great features. Really stinks that an issue this big slipped through. Samsung has released 3 software updates trying to fix it' but still have problems with jittery scrolling' accidental touches' etc. This isn't something that can be fixed with an update in my opinion or it would be resolved by now. Look elsewhere' or if your brave chance it I guess. I thought I would get lucky despite all the bad reviews/complaints (check samsung forums). I don't mean to be a downer but I strongly advise to choose a different phone. I'm still looking myself. Good luck!,Reviewed in the United States on 28 November 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Genestoy,1.0 ,Took the phone to a Verizon store as soon as I received it and after 30 minutes of the rep trying to activate it he called Verizon tech support and was told the phone had no registered ESN and could not be activated on their network. The phone also appeared to have been used as it had scratches in the end and was missing the sim card key. Am returning the phone.,Reviewed in the United States on 24 November 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Bryan,5.0 ,To give some context' I'm coming from a Galaxy S7.FYI' I read some of the bad reviews. Most are widely inaccurate.Pros- Easy setup: I'm on Verizon and all I had to do was swap the sim card. I didn't have to take the phone to store' I didn't have to log in and change settings' etc.- The 120hz OLED screen is game changing (for me). I'm gamer and I could immediately notice how fast and responsive the panel is. Colors are vibrant and blacks are inky inky black.- Processor is light years ahead of S7. It's also running the 20 series flagship processor.- Camera is amazing.  3x zoom and wide lens. Yesss please.- I love the colors. I got the Orange.- Samsung's OneUI is a huge improvement. Very intuitive and very powerful. I've been setting up advanced Bixby routines. I honestly never thought i would use Bixby but I'm a believer now.- Larger screen and battery than the S20- Very fast and responsive finger print scanner- Dual sim cards and up to 1TB of additional storage if you buy a micro sd card. I'm looking at you APPLE. Although Samsung will be removing the sd card storage slot for S21's for some reason.- Comes with a charger. APPLE!Cons- Face recognition is too slow for my liking. The finger print reader is more than adequate.- No 3mm headphone jack- Out of the box charger is not the best. You get a 15 watt charger even though this phone can handle 25 watts.In summary' if you can get this phone for 550 to 600 bucks... BUY IT.,Reviewed in the United States on 12 January 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Pauly,5.0 ,I sold my s20 ultra and bought this. No issues so far everything works great. I now have extra money to buy something else.,Reviewed in the United States on 17 October 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,stardewkitteh,1.0 ,The screen on this phone will randomly stop accepting touch inputs and then at other points it will click when trying to scroll or scroll up when lifting your finger. Looking at online forums' this seems to be a common problem with this particular phone from Samsung. Seems like they tried to cut some corners to get the price down while still advertising the 120hz display and it didn't work out well. Not sure if it's something that can be fixed with a software update but it wasn't corrected as of the October 2020 OTA update. Not going to chance waiting around for a fix and being outside the return window. If you are experiencing odd behavior with your screen and touch sensitivity' you're not alone. Bummer as well because otherwise I loved the phone.,Reviewed in the United States on 19 October 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,l2,4.0 ,Now that the price on this phone has gone down to $600' it is a very good deal for the price.The Snapdragon 865 processor is more than fast enough for anything I want to do. 6GB of memory is less than some other phones in this price range' but it is still more than enough for most people.The phone feels very solid despite the plastic back. If you use any kind of case' you won't even notice the plastic back.The phone supports 25W fast charging' but for some reason they only included a 15W charger in the box. Buying the 25W charger separately is a waste of money as well as a waste of the natural resources that were used on the 15W charger. Amazon sells decent 25W fast chargers for less than $15' so cheaping out on the charger is a real lame move by Samsung. You can search Amazon for 15W chargers that support "USB-C PPS" mode and are UL Certified.The screen looks beautiful when you turn on the 120Hz mode. This does burn your battery more quickly' but the battery is big enough that it still lasts all day.The screen has been very responsive to me. I have read bug reports about screen glitches for some people. Samsung has already released bug fixes that hopefully have fixed this. I advise only buying this phone from an authorized dealer with no hassle returns so you don't have to worry about this bug.The phone does have a lot of Samsung bloatware. I owned a Samsung S-series phone several years ago and the bloatware was really bad then. This one is much better. You don't even need to create a Samsung account to use the phone now. Most of the Samsung bloatware (other than the camera app) won't work if you don't have a Samsung account' but if you never use it' this isn't a problem. There are several tutorials online about disabling all the bloatware if you never want to see any of it on your screen.The triple camera setup on this phone is very good for this price level. The telephone camera works great up to 3X in good light. Image quality deteriorates quickly if you zoom in past 3X or in lower lighting conditions. Telephoto cameras are getting rare in this smartphone price range' so I'm glad this phone has one. I really like using the telephoto lens for landscape and nature photography. The normal and wide angle cameras work better in lower light situations (including indoor situations)' though not as good as the iphone or Google Pixel phones. Pictures do tend look more processed than with some other phone cameras. Some people like the Samsung look. Other people prefer more natural looking photos. You should try to look at sample photos before buying the phone' since you cannot completely disable the Samsung photo processing.This phone comes with Android version 10 out of the box' which is one version behind the Android version 11 that the Google Pixel phones are shipping with. Samsung promises software support with 3 version updates' but that is a little misleading since 1 of those version updates will be just to catch up with the current Android version 11. Still' 3 years of bug fixes and security patches is better than what Samsung used to offer.,Reviewed in the United States on 29 October 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Danny C,4.0 ,I ordered this phone when Amazon said 8gb of ram... Showed up with 6gb' and now the site has been corrected. Good phone though! The front-facing camera has a little silver ring around it that makes it super noticable' and the phone seems to get pretty hot due to the plastic back' but otherwise I'm pretty impressed with this thing.,Reviewed in the United States on 5 October 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Erick C,5.0 ,**UPDATE 10/18/21**If you're thinking about the S21' stick with this phone. After a year of owning the S20FE' this phone is still great and performs perfect. I still love it.Last time I owned a Samsung phone was back in the TouchWiz days of the note 2. Since then for me it's been motorola and Google' but I decided to give Samsung a try again. I am so glad I went with this phone over the Pixel 5. At the time' the s20 FE was $100 cheaper than the pixel 5 and the reviews across youtube sold me on this phone. Having owned the G7 power and G power' having the extra battery life is important to me. At first I tried the A71 5G but it felt incomplete. I was not impressed with the build quality or the cameras' even the battery did not last despite being the same capacity as the s20 fe. I am so glad I returned the A71 5G and got this one just a few weeks later. I was not planning for samsung to announce this phone at all. Easily worth the extra $100. It feels more premium' and I prefer the matte finish on the S20 FE compared to the A71. The cloud white is so nice and universal' with hints of aura glow depending on the lighting. It has the finish to that of a CD. But as far as battery' out of the box with 48 percent I've been using the phone nonstop for a little over 2 hours now and I'm down to 27. That's pretty impressive considering the battery isn't fully calibrated. The One UI is great' the 120hz screen is super smooth and responsive and that SD 865 performance is very nice as well. The phone can keep up with me easily. Despite the lack of the headphone jack' I think the pros outweigh the cons. The screen' the build quality' the battery and the audio quality is very nice. 5G connectivity is fast with T-Mobile and the fact this phone supports wifi 6 capability' this phone is definitely future proof. This may be the start of something Samsung can move forward with. A premium device with flagship specs for less. I will definitely update the review as I have more time with the phone and upload some sample photos but as it is now' a solid 5 stars from me. You can't go wrong for $599.99. Flagship specs for a cheaper price' Samsung definitely got it right with the S20 FE. I can totally recommend. I'll definitely be sticking with this phone for a while' especially considering Samsung promised this phone 3 years of updates.*Update 1/21/2021*I've had the phone for a few months now and I just still love it as much as the first day I got it' the new One UI 3' android 11 update is definitely welcomed' the camera is still taking phenomenal pictures' and the battery is still holding up.  I was contemplating trading it in for the S21' but I think this phone is much better for what you get at the price it's offered.,Reviewed in the United States on 13 October 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Wesley Wood,1.0 ,I ordered this phone and had high hopes that it would be what I had hoped for. This phone's screen on numerous occasions has stopped working or would randomly open apps when trying to scroll. This phone is very disappointing.,Reviewed in the United States on 6 October 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Ezana Berhanu,5.0 ,Just ordered my phone it came super quick at a discount from Amazon. For $635 ' the phone is quick the cameras look really cool on the back but I'm not a fan of how clear they look the picture is fuzzy and is always halfway zoomed in. Coming from lg Google phone from 2017 the samsung ui and ecosystem is mediocre at best' it feels really slippery and unfufilling like every app you open is opened on accident like you just slipped into this app. Counter intuitive power off process(its not the same as to power on wtf ). Bixby sucks to say the least' a lot of wireless half baked features that are impractical. But the phone seems reliable enough' I know how to maximize battery life like first changing the wallpaper to a black and white version' limiting 5g/network(I like how you can easily enable 5g if needed' but who really needs that much power?)' and of course keeping no apps running in the background' and putting the phone on do not disturb mode so it doesn't vibrate itself to oblivion' which is weird because the phone forces a lot of notifications even after you turn them off or minimize them. I expected a little cleaner software' honestly would have preferred a brand new s9+' but I couldn't find anything that wasn't refurbished. I turned the 120 Hz refresh rate off and boom the battery is lasting a couple days on the regular love 4500 MA battery. I like the glasstic back' but be warned there is a slippery feel to it so go to eBay and grab a quick 10 buck case to be safe. Overall I'm happy with the device. The expandable storage is very nice and I bought another 128 gigs for 30 bucks at target so I have all the memory I need and more! Just wish I could switch to the Google version of software but keep the Samsung hardware' because those pixels are looking weak! Watching the iphone 12 commercial made me shrug and grateful I had this phone' the price' the value' and the vibe of my mint cloud samsung 20 fe is one that is pretty much unmatched! The box is the phone and charger' the speakers sound is a little above average. The fingerprint reader is solid and practical. Totally worth it.,Reviewed in the United States on 15 October 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,imxkal,1.0 ,Bought one from best buy with hardware version 1.0 and an another with hardware version 1.1. Bought a 3rd one from amazon and I have to save all three units have the same issue.Pros-Battery life-Snapdragon 865-Size-WeightCons- Touch screen issues. Even after three firmware updates' samsung can't seem to fix the problem.- Black crush issue. This is visible on all 3 of my units. Ended up returning all 3.- Android auto and bluetooth constantly disconnect. Tried samsung' oneplus' xiaomi' and lg cables and all seem to disconnect. I never had android auto or bluetooth disconnect on my older android devices.,Reviewed in the United States on 21 November 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Mike,4.0 ,Just received the S20 FE today.  Im switching over from the original Pixel XL. Wasnt thrilled enough with the Pixel 5 and 4a 5G lineup/availability. So I thought I would give this one a shot.  Overall its been a good first day with the phone.I popped in my Verizon sim card and after setup (see below) I immediately had cell service and 4G connectivity. No problems there.Setup was kinda a pain switching from a Google phone. I had my old phone backing up to Google drive. The setup process didnt quite help make a full transfer. It pulled in my contacts and app data' but didnt reinstall my play store apps automatically or transfer my SMS/call history. What I ended up doing was using the Samsung Smart Switch app. I installed it on my old/new device and it transferred every thing.  Contacts' SMS/call history' app data' photos' videos' etc. It even started automatically installing my missing apps. That was nice.Performance wise the phone feels pretty snappy and has a nice display.  I havent had a chance to play with the camera yet. Today was just 'get the phone up and running" day.My biggest issue is not with the phone itself but with the the original listing on Amazon when I purchased the phone a few days back. It said the phone had 8GB of RAM.  That was a selling point for me.  When I booted up the phone I check the settings and it says 6GB. I came back into this phones listing in Amazon and wouldnt you know' now it says the phone has 6GB of RAM. Hmmm... That kinda ticked me off. But not the phones fault.,Reviewed in the United States on 4 October 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Just wanted a new phone,4.0 ,I just got the S20FE today and it looks pretty good so far' but the description on Amazon is pretty inaccurate.This does NOT have 8gb RAM' only 6gb. This has been updated in the description now' but not when I bought it. Additionally' it does NOT come with the AKG headset which the description still says should be included. So if you don't have Bluetooth headphones' you're out of luck' or will still need to go buy a pair.Customer service also did not help' the only solution is to return for a refund. I still need the phone so that's not a solution. All I wanted was for all the parts in the description to come.,Reviewed in the United States on 5 October 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Quantum TV,1.0 ,Cheap plastic backing' HORRIBLE 407 ppi' UGLY reds' poor screen quality overall' no headphone jack' downgraded power supply (used to be glossy with nice' visible grey lettering)' no headphones included' sluggish fingerprint reader' and genuinely the most DISGUSTINGLY cheap Samsung galaxy S series phone I've ever had! Even my S6 is more premium! This is what happens when you let influencers glow about everything' without calling the downgrades out! I've never been so disappointed in a product. What a nasty joke of a Samsung S series. This is NOT a quality phone in any aspect that counts. I hate it. I do not reccomend buying this. Coming from the S9' this is a MAJOR downgrade and I'm furious about it.,Reviewed in the United States on 3 February 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Yuyan,1.0 ,Don't buy it if you want a dual sim phone!!I bought it on Amazon since I saw it supports dual sim in customer questions. Turns out it doesn't work and wastes a whole day of mine to figure it out. Maybe the esim will work but I don't want to spend more time on this.It's a good product' but Amazon makes it hard to enjoy it.,Reviewed in the United States on 11 October 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,fak13638,2.0 ,Nothing 'Budget' about the price on this phone and yet they still found a way to justify REMOVING high use features that have been available to their 'faithful' users for YEARS on previous models.  This will not be my last phone but it will be my LAST SAMSUNG!If you like to associate different ringtones to individual phone numbers like 'Freebird' to the ex's number' 'Show me the Money' to your Accountant' and some Barry White to the new significant other then DO NOT GET THIS PHONE!If you like to use a voicemail app that stores your phone messages on your phone so that you can in two swipes see and delete message and don't have to hit four buttons to call out to a 8** number just to hear/delete/save a message then DO NOT GET THIS PHONE!If you prefer to 'one swipe/delete' text messages from the Messaging App and do not want to be FORCED to use yet FOUR more screen touches to open the text/menu/delete/trash buttons just to delete a text message then DO NOT GET THIS PHONE!If you want to feel 100% assured that your are the first owner of this phone and the phone nor the packaging has been fiddled with where you have the 'Navy' version that the Manufacturer associated with the serial number on the phone instead of a 'Mint' cover to match the designation on a box label then DO NOT GET THIS PHONE!However'If you love touching your phone with extra unnecessary sub-menus then GET THIS PHONE!If you like your phone FULL of Google and Samsung Apps that you CANNOT remove OR Disable and that will constantly be up your' er in your face on a phone that you will pay high dollar for then GET THIS PHONE!If you want to save $100.00 from the Carriers for this model and save the extra $200.00 it would take to get a phone with real features then GET THIS PHONE!I 'Used' to look forward to using my phone and hearing the different tones associated with friends and family.  Thanks Samsung/Sprint for providing a substandard product with the release of the S20 FE 5G.,Reviewed in the United States on 27 February 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Caledonia Bergeron,2.0 ,What nobody anywhere is talking about and I wonder whyI wonder if I am more sensitive to this as I upgraded from a quite old Note 4 that I had rooted and was running mostly aftermarket apps on. But when I "upgraded" to this phone I was blown away by the staggering amount of bloatware and intrusive apps pre installed on this phone. The BIGGEST by far being Samsungs own software' it is everywhere! It has it's hands in everything and if you take the time to look through at all the permissions on this software it is staggering how much information about you it is allowed to collect.Now we all know that having a smartphone means some loss of privacy and that companies use the selling of certain information to offset the cost of the devices they are selling you. I understand that. But' again....maybe it's just me but I am not OK with the level at which they force this down your throat and the amount of preinstalled and (can not be removed or actually stopped) apps that have full permissions to ALL of your information.Yes it's a good phone' it should have a bit more ram for what it is' I like the SD card expansion slot ( I can't believe that has to be said) Snappy processor and camera is OK at best. I really expected more from what should have been Samsungs near flagship device for the time. Price seems to be going up again for some reason as well. When I bought mine in Febuary of 2021 it was 599 from Amazon themselves.,Reviewed in the United States on 14 March 2021
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Kevin,2.0 ,If you play mobile games that require a lot of tapping and swiping from both fingers' stay away from this phone. The phone registers ghost taps during rapid finger movements between two fingers which creates a dragging effect. It's very noticeable in first person shooter games where your character will suddenly look at a different' unintended direction.It remains to be seen if this can be solved via software updates. Samsung already tried (i have the latest patch) and the problem still persists. If they can't patch it within my return period' it's going back.Other than that' yes you get flagship specs at a midrange phone price.,Reviewed in the United States on 2 November 2020
https://m.media-amazon.com/images/I/41UuyU7HsPL._AC_US60_SCLZZZZZZZ__.jpg,Samsung Galaxy S20 FE 5G | Factory Unlocked Android Cell Phone | 128 GB | US Version Smartphone | Pro-Grade Camera| 30X Space Zoom| Night Mode | Cloud Navy,Jay Jay,5.0 ,I had my previous phone' a Huawei Mate 9  for 3 years (ordered from Amazon)' and I felt it was time for an upgrade. After researching and narrowing my decision down to the Google Pixel 5 and the Samsung S20 FE 5G' I chose the S20 FE 5G. For me' it came down to being able to expand the memory and I prefer to have that option. So far' everything works great. I love the pastel color choices! Cloud lavender looks pretty and so does the Cloud Orange' but I had to go with my favorite color' Cloud Mint.The fingerprint reader is accurate and fast. When unlocking the phone' the bright light is a little blinding' especially if unlocking the phone in the dark. Face recognition works great and it unlocks well with my eyeglasses on too.For the battery life' it seems that it doesn't last long compared to my previous phone. With the S20 FE 5G' I noticed with my normal use (watching YouTube videos' using social media' surfing the internet' etc.)' I would have to charge it after a day' but with the Mate 9' I was able to use it for almost 2 days before having to charge it.I love the quality of the rear/front camera. The rear camera focuses well and the photos appear brighter/sharper which I like. The front camera is fixed and doesn't allow for autofocus when tapping on the screen' which I'm bummed out about. I hope this is something that will be fixed. The super steady mode is awesome!Included in the box: phone' charging adapter' charging cable' paperwork' and the sim tray eject tool. I do wish the charging cable was a bit longer and I wish it came with earphones' but it's not a big deal. I'll be buying a usb-c to 3.5mm headphone adapter. I do have Bluetooth earbuds' but I prefer connecting directly for better sound.When I received my package and I opened it up' it came with ZERO packaging' which I was unhappy about. You would think it would come with some protection with bubble wrap or air pillows to avoid the phone from getting tossed around in the box. Amazon' please make sure the package is secured well so the product we are paying $$$ for arrives safely.,Reviewed in the United States on 25 January 2021
