Image_Url, Item_Name, Item_Price, Average_Rating, Number_Review
https://m.media-amazon.com/images/I/61iEpKbKKCL._AC_UL320_.jpg,Phone Car Holder| No Magnetic Phone Car Mount| 360 Rotatable Car Dashboard Cell Phone Mount with Strong Adhesive and Quick Mount for iPhone Samsung Galaxy Huawei Any Smartphone,S$25.01,,
https://m.media-amazon.com/images/I/41SyI0x+bzL._AC_UL320_.jpg,Magnetic Phone Car Mount| Car Phone Holder Magnetic|Universal Magnetic Mount Compatible for Smartphone| iPhone Samsung| Galaxy| LG| Huawei| Other Smartphones|Black,S$24.21,,
https://m.media-amazon.com/images/I/71u6dCUjvsL._AC_UL320_.jpg,Phone Holder| Freal Car Mount Holder Car Rearview Mirror Mount Holder Truck Auto Bracket Holder Cradle for iPhone XS/X/8/7/6/6s Plus| Samsung Galaxy S9/S8| Huawei Mate 20 Cell Phones and GPS ect,S$13.99,,
https://m.media-amazon.com/images/I/91dgmEEI4rL._AC_UL320_.jpg,MM100 Universal Air Vent Car Phone Mount| Easy-Installation Firm Cell Phone Holder for Hands-Free| Compatible with iPhone Saumsung LG Huawei Xiaomi & All Smartphone or Car,S$31.52,4.6 ,11
https://m.media-amazon.com/images/I/61nOzUxX9EL._AC_UL320_.jpg,SWLIFL Car Phone Mount 360 Degree Rotation Universal Car Dashboard Phone Holder|Spring Clip Car Mount Stand|for iPhone| Samsung| Moto| Huawei| Nokia| LG| Smartphones| 4 to 7 inch Smartphones,S$23.21,,
https://m.media-amazon.com/images/I/518OBZtQjOL._AC_UL320_.jpg,Universal Car Mount Phone Holder with 10W Quick Charger Desk Stand for iPhone| Samsung| Moto| Huawei| Nokia| LG and Other Smartphones,S$32.93,,
https://m.media-amazon.com/images/I/61Tv68uWwML._AC_UL320_.jpg,Car Phone Holder Mount|360 Degree Rotation Adjustable Dashboard Phone Holder with Clip Phone Car Mount for iPhone Samsung Huawei Smartphones Cellphone,S$17.76,,
https://m.media-amazon.com/images/I/71SelNyBN1L._AC_UL320_.jpg,Car Phone Mount Air Vent Universal Holder Cradle Gems Compatible with iPhone| Samsung| Moto| Huawei| Nokia| LG| Smartphones,S$13.32,,
https://m.media-amazon.com/images/I/714Beh+OxaL._AC_UL320_.jpg,Super Strong Suction Cup Smartphone Holder for Car Windshield| Universal Phone Mount with Auto Open Padded Clamp| Works On All Phones - iPhone| Samsung Galaxy| Samsung Note| Huawei (FECA| I10),S$48.58,,
https://m.media-amazon.com/images/I/61tBARpHzOL._AC_UL320_.jpg,Cell Phone Stand Cell Phone Holder Phone Holder for Car Phone Holder Desk Stand for iPhone Samsung Moto Huawei Nokia LG and Other Android Smartphones,S$21.83,,
https://m.media-amazon.com/images/I/61T8hDced2L._AC_UL320_.jpg,Car Phone Mount|Universal Smart Phone Adjustable Automobile Cup Holder Phones Mount for iPhone 11 pro/Xs/Max/X/XR/8/7/6 Plus Samsung Galaxy S10/S9/S8 Note 9 Nexus Sony、HTC、Huawei、LG and All Smartphone,S$33.83,,
https://m.media-amazon.com/images/I/71zXK90DJuL._AC_UL320_.jpg,suily Car Cup Holder Phone Mount with Flexible Gooseneck and Expandable Base for iPhone X/8/8 Plus/7/7 Pus/6/ Huawei Smartphones,S$25.20,3.9 ,10
https://m.media-amazon.com/images/I/51uAnrO7A+S._AC_UL320_.jpg,[2-Pack] Goospery Universal Car Phone Mount with Air Vent Clip Hands Free Cradle Holder for Automobile Compatible with iPhone| Galaxy| Huawei| Xiaomi| Google| OnePlus| and Most Smartphones CAR-ACC-02,S$23.91,3.5 ,8
https://m.media-amazon.com/images/I/612dQsQWdyL._AC_UL320_.jpg,Car Mount|OTEMIK Phone Holder Universal Air Vent Phone Mount|Adjustable 360 Degree Rotation Cellphone Mount One-Button-Release for iPhone XS/XRX/8/7P| Galaxy S6/7 Note 8|HTC LG Huawei|Other Smartphone,S$25.69,3.9 ,1'211
https://m.media-amazon.com/images/I/41XzP2AT8RL._AC_UL320_.jpg,Lamjeet Car Phone Holder Mount| [Upgrade Patent] Air Vent Cell Phone Holder for Car| Universal Car Phone Holder Cradle Compatible for iPhone| Samsung| Moto| Huawei| Nokia| LG| Smartphones,S$35.60,,
https://m.media-amazon.com/images/I/611Oq0HmDNL._AC_UL320_.jpg,Car Phone Holder| Car Phone Mount Air Vent| Universal Gravity Car Smartphone Holder| Compatible with iPhone 12pro Max | Galaxy S20 +| Huawei| Mi(Blue)( for Phones Between 4.7'' and 6.7''),S$17.33,,
https://m.media-amazon.com/images/I/5126iV6dGiL._AC_UL320_.jpg,Kiflan Phone Car Mount and Cradle Holder Strong Magnet and Adhesive on DashBoard 360 Degree Rotation Adjustable and Compatible for All Universal Smartphone| iPhone| Samsung Galaxy| Huawei| Galaxy Note,S$23.98,,
