Image_Url, Item_Name, Username, Rating_Score, Review_Description, Review_Date 
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Kindle Customer,5.0 ,The price is right and it work very well.,Reviewed in the United States on 30 December 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Kacyhill,1.0 ,I really wanted to like this phone. Only had it for a week and it stopped working. I will be returning it.,Reviewed in the United States on 27 August 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),John_1,1.0 ,Poor quality,Reviewed in the United States on 3 February 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Kyle,3.0 ,Proximity sensor gets blocked often when using w/ supplied case. Bluetooth/WiFi spotty (noticed only when casting) Not the worse just disable and reactivate or restart phone. Phone unbeatable at price point. Plenty of processing power. Clear call quality (ATT). 3 phones from this company will continue to purchase from them. Great buy.,Reviewed in the United States on 17 January 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Cesar R.,3.0 ,Great for a budget value phone ' it has bugs but nothing a soft reset cant fix every now and then . it has bugs such as screen wont turn on the call cuts off or the person your talking to all of a sudden cannot hear you.,Reviewed in the United States on 7 February 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Sai,1.0 ,The camera is crap.  Videos are very choppy,Reviewed in the United States on 10 November 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),lucas,5.0 ,The battery life sucks horribly! It gets sooo hot it seems it could explode. This is my second phone from the company' the first one' battery went dead and it just wouldn't turn on again.,Reviewed in the United States on 14 April 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Bob Bard,5.0 ,Extremely pleased. I feel this is a bargain for the features of the phone. Lightweight' large format' great Memory. Haven't worked with the camera much yet. If it was a brand name it would cost much more!,Reviewed in the United States on 13 February 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Nick,1.0 ,Does not work with Verizon!!,Reviewed in the United States on 1 December 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),mike,5.0 ,Very nice phone does everything.verry fast great price battery life good I recommend it,Reviewed in the United States on 16 September 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Mk ultra,5.0 ,If this was made by a mainstream company... easily 500$,Reviewed in the United States on 15 December 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),A G Trappe,1.0 ,Amazon and Umidigi are just bouncing me away instead of taking responsibility. I have been bounced back now to Eco-UMIDIGI and I will wait to see how they plan on fixing or replacing this defective product. It may be time to stop shopping on Amazon.,Reviewed in the United States on 6 December 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Jazmine,5.0 ,Screen AmazingBattery Lasts a LifetimeCharger still worksOccasionally have an issue with connectingAnd my spotify crashes often but besides fhat this is a great phoneWorks with T mobile also,Reviewed in the United States on 19 October 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Francesco L,5.0 ,Funciona muy bien en Venezuela con Movistar,Reviewed in the United States on 8 January 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Soj S,3.0 ,wasn't happy with the quality of the camera.  returned the phone,Reviewed in the United States on 17 February 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),twelve,5.0 ,Surprising phone! Excellent pictures! Very responsive and plenty fast.,Reviewed in the United States on 16 December 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Giorgi,5.0 ,Thanks,Reviewed in the United States on 1 January 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),jonathan,5.0 ,I love this phone and company' I have the F1 my wife has a Power 3' all of my kids have either power 1's or A5 pros and they all love them' I will continue to buy umidigi phones!,Reviewed in the United States on 4 June 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Houston B Willis,5.0 ,Good value. Wife loves it more then her note phones,Reviewed in the United States on 17 January 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Rojelio Villanueva,5.0 ,Great phone and great price,Reviewed in the United States on 27 February 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Harv Heavener,4.0 ,Love phone but was not combat compatible with straight talk!,Reviewed in the United States on 3 October 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Amazon Customer,4.0 ,Creo que hasta el momento no tengo crítica mala. Solo que el cover es muy débil. Por lo demás ha sido una buena inversión.,Reviewed in the United States on 19 December 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Whispering Palms Inn,1.0 ,It stopped charging. Two of them' so it’s not something that can get repaired easily.,Reviewed in the United States on 20 December 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),saul a. tletlepantzi,2.0 ,Muy sencillo y muy caro,Reviewed in the United States on 16 February 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Ramiro Boada Salazar,1.0 ,I bought this phone on jannuary 2020 and since april  it did'nt work.,Reviewed in the United States on 6 May 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Ashlee,2.0 ,It was a great phone for the price. But it crapped out on me after 2 months. It was also very hard trying to take pictures of my kids when the camera automatically makes their eyes HUGE.,Reviewed in the United States on 28 February 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Jojo65,5.0 ,so far' so good. screen resolution is good' processor is fast as advertised.,Reviewed in the United States on 24 December 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Chelliebean14,4.0 ,The battery doesn't last as long as advertised' but other than that' it's really a good phone for the money.,Reviewed in the United States on 13 January 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Kevin Rodriguez,5.0 ,The cell phone is excellent. Only I expected more from the cameras,Reviewed in the United States on 3 December 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Gilberto,5.0 ,I like the camera specifications' runs smoothly on games and high resolution display. I use it for daily use.,Reviewed in the United States on 11 November 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),JanMichaelUy,5.0 ,Fantastic phone!,Reviewed in the United States on 13 March 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),ermma carr,5.0 ,This the best phone I've ever had. Thank you Amazon for helping me once again.,Reviewed in the United States on 6 January 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),JoJo,5.0 ,Excellent phone for the money. The pre-installed screen protector was damaged. Other than that no real complaints.,Reviewed in the United States on 18 September 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),JING G.,1.0 ,battery fully charged' only use for 5 hours.,Reviewed in the United States on 30 July 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Amazon Customer,1.0 ,Don't buy... Worst phoneBluetooth sucks.,Reviewed in the United States on 22 May 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),David,5.0 ,Love it. Came with a screen protector and case already in the box as well,Reviewed in the United States on 12 February 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Yurileika Domínguez,1.0 ,Prendió el primer día y luego no funcionó más. Dinero perdido! 😠,Reviewed in the United States on 22 December 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Anderson Nunez,5.0 ,Excelent phone for the price,Reviewed in the United States on 8 January 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Danny Jimenez,5.0 ,Love it!!!,Reviewed in the United States on 30 November 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Svetlan Blagojevic,5.0 ,Great,Reviewed in the United States on 7 January 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Derrick byrd,5.0 ,Excellent phone recommended,Reviewed in the United States on 8 November 2019
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Lexex ,5.0 ,Very good product,Reviewed in the United States on 5 February 2020
https://m.media-amazon.com/images/I/419sppTfYEL._AC_US60_SCLZZZZZZZ__.jpg,UMIDIGI A5 Pro Unlocked Mobile Phones SIM Free Dual 4G Smartphone 16MP+8MP+5MP Camera Smartphones 4150mAh Battery 6.3" FHD+ 32GB ROM 4GB RAM Android 9 Pie (Grey),Amazon Customer,4.0 ,Todo bien,Reviewed in the United States on 13 October 2019
